"#name Monster","#unique id","","","","","","","","","","","","","","","","","","","","","","","",""
"id","name","identity","scale","level","type","attribute","maxHurt","refreshTime","huntingRange","chaseRange","outOfRange","revitalize","produce","randomProduce","skills","superArmor","fighting"
"7008213","东方教主","1030003","150","19","2","203#1811|202#21732|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","48897"
"7008214","天蓬","1030001","150","19","2","203#1811|202#21732|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","48897"
"7008215","九天玄女","1040013","150","19","2","203#1843|202#22116|217#500","0","-1","800","800","1500","","","","4413101#1|4413201#1|4413301#1","","49761"
"7008216","昊天","1040001","150","19","2","203#1843|202#22116|217#500","0","-1","800","800","1500","","","","4401101#1|4401201#1|4401301#1","","49761"
"7008217","帝释天","1040005","150","19","2","203#1843|202#22116|217#500","0","-1","800","800","1500","","","","4405101#1|4405201#1|4405301#1","","49761"
"7008218","火神祝融","1040003","150","19","2","203#1843|202#22116|217#500","0","-1","800","800","1500","","","","4403101#1|4403201#1|4403301#1","","49761"
"7008219","天蓬","1030001","150","20","2","203#1876|202#22512|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","50652"
"7008220","东方教主","1030003","150","20","2","203#1876|202#22512|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","50652"
"7008221","后羿","1030012","150","20","2","203#1876|202#22512|217#500","0","-1","800","800","1500","","","","4312101#1|4312201#1|4312301#1","","50652"
"7008222","水神共工","1030017","150","20","2","203#1876|202#22512|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","50652"
"7008223","天蓬","1030001","150","20","2","203#1908|202#22896|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","51516"
"7008224","后羿","1030012","150","20","2","203#1908|202#22896|217#500","0","-1","800","800","1500","","","","4312101#1|4312201#1|4312301#1","","51516"
"7008225","水神共工","1030017","150","20","2","203#1908|202#22896|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","51516"
"7008226","嫦娥","1030020","150","20","2","203#1908|202#22896|217#500","0","-1","800","800","1500","","","","4320101#1|4320201#1|4320301#1","","51516"
"7008227","天蓬","1030001","150","20","2","203#1940|202#23280|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","52380"
"7008228","东方教主","1030003","150","20","2","203#1940|202#23280|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","52380"
"7008229","嫦娥","1030020","150","20","2","203#1940|202#23280|217#500","0","-1","800","800","1500","","","","4320101#1|4320201#1|4320301#1","","52380"
"7008230","水神共工","1030017","150","20","2","203#1940|202#23280|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","52380"
"7008231","天蓬","1030001","150","20","2","203#1973|202#23676|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","53271"
"7008232","天蓬","1030001","150","20","2","203#1973|202#23676|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","53271"
"7008233","东方教主","1030003","150","20","2","203#1973|202#23676|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","53271"
"7008234","天蓬","1030001","150","20","2","203#1973|202#23676|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","53271"
"7008235","火神祝融","1040003","150","21","2","203#2005|202#24060|217#500","0","-1","800","800","1500","","","","4403101#1|4403201#1|4403301#1","","54135"
"7008236","九天玄女","1040013","150","21","2","203#2005|202#24060|217#500","0","-1","800","800","1500","","","","4413101#1|4413201#1|4413301#1","","54135"
"7008237","女娲","1040011","150","21","2","203#2005|202#24060|217#500","0","-1","800","800","1500","","","","4411101#1|4411201#1|4411301#1","","54135"
"7008238","帝释天","1040005","150","21","2","203#2005|202#24060|217#500","0","-1","800","800","1500","","","","4405101#1|4405201#1|4405301#1","","54135"
"7008239","天蓬","1030001","150","21","2","203#2038|202#24456|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","55026"
"7008240","东方教主","1030003","150","21","2","203#2038|202#24456|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","55026"
"7008241","后羿","1030012","150","21","2","203#2038|202#24456|217#500","0","-1","800","800","1500","","","","4312101#1|4312201#1|4312301#1","","55026"
"7008242","水神共工","1030017","150","21","2","203#2038|202#24456|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","55026"
"7008243","天蓬","1030001","150","21","2","203#2070|202#24840|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","55890"
"7008244","后羿","1030012","150","21","2","203#2070|202#24840|217#500","0","-1","800","800","1500","","","","4312101#1|4312201#1|4312301#1","","55890"
"7008245","水神共工","1030017","150","21","2","203#2070|202#24840|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","55890"
"7008246","嫦娥","1030020","150","21","2","203#2070|202#24840|217#500","0","-1","800","800","1500","","","","4320101#1|4320201#1|4320301#1","","55890"
"7008247","天蓬","1030001","150","21","2","203#2102|202#25224|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","56754"
"7008248","东方教主","1030003","150","21","2","203#2102|202#25224|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","56754"
"7008249","嫦娥","1030020","150","21","2","203#2102|202#25224|217#500","0","-1","800","800","1500","","","","4320101#1|4320201#1|4320301#1","","56754"
"7008250","水神共工","1030017","150","21","2","203#2102|202#25224|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","56754"
"7008251","天蓬","1030001","150","22","2","203#2135|202#25620|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","57645"
"7008252","天蓬","1030001","150","22","2","203#2135|202#25620|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","57645"
"7008253","东方教主","1030003","150","22","2","203#2135|202#25620|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","57645"
"7008254","天蓬","1030001","150","22","2","203#2135|202#25620|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","57645"
"7008255","昊天","1040001","150","22","2","203#2167|202#26004|217#500","0","-1","800","800","1500","","","","4401101#1|4401201#1|4401301#1","","58509"
"7008256","火神祝融","1040003","150","22","2","203#2167|202#26004|217#500","0","-1","800","800","1500","","","","4403101#1|4403201#1|4403301#1","","58509"
"7008257","帝释天","1040005","150","22","2","203#2167|202#26004|217#500","0","-1","800","800","1500","","","","4405101#1|4405201#1|4405301#1","","58509"
"7008258","女娲","1040011","150","22","2","203#2167|202#26004|217#500","0","-1","800","800","1500","","","","4411101#1|4411201#1|4411301#1","","58509"
"7008259","天蓬","1030001","150","22","2","203#2200|202#26400|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","59400"
"7008260","东方教主","1030003","150","22","2","203#2200|202#26400|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","59400"
"7008261","后羿","1030012","150","22","2","203#2200|202#26400|217#500","0","-1","800","800","1500","","","","4312101#1|4312201#1|4312301#1","","59400"
"7008262","水神共工","1030017","150","22","2","203#2200|202#26400|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","59400"
"7008263","天蓬","1030001","150","22","2","203#2232|202#26784|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","60264"
"7008264","后羿","1030012","150","22","2","203#2232|202#26784|217#500","0","-1","800","800","1500","","","","4312101#1|4312201#1|4312301#1","","60264"
"7008265","水神共工","1030017","150","22","2","203#2232|202#26784|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","60264"
"7008266","嫦娥","1030020","150","22","2","203#2232|202#26784|217#500","0","-1","800","800","1500","","","","4320101#1|4320201#1|4320301#1","","60264"
"7008267","天蓬","1030001","150","23","2","203#2264|202#27168|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","61128"
"7008268","东方教主","1030003","150","23","2","203#2264|202#27168|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","61128"
"7008269","嫦娥","1030020","150","23","2","203#2264|202#27168|217#500","0","-1","800","800","1500","","","","4320101#1|4320201#1|4320301#1","","61128"
"7008270","水神共工","1030017","150","23","2","203#2264|202#27168|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","61128"
"7008271","天蓬","1030001","150","23","2","203#2297|202#27564|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","62019"
"7008272","天蓬","1030001","150","23","2","203#2297|202#27564|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","62019"
"7008273","东方教主","1030003","150","23","2","203#2297|202#27564|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","62019"
"7008274","天蓬","1030001","150","23","2","203#2297|202#27564|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","62019"
"7008275","女娲","1040011","150","23","2","203#2329|202#27948|217#500","0","-1","800","800","1500","","","","4411101#1|4411201#1|4411301#1","","62883"
"7008276","九天玄女","1040013","150","23","2","203#2329|202#27948|217#500","0","-1","800","800","1500","","","","4413101#1|4413201#1|4413301#1","","62883"
"7008277","昊天","1040001","150","23","2","203#2329|202#27948|217#500","0","-1","800","800","1500","","","","4401101#1|4401201#1|4401301#1","","62883"
"7008278","火神祝融","1040003","150","23","2","203#2329|202#27948|217#500","0","-1","800","800","1500","","","","4403101#1|4403201#1|4403301#1","","62883"
"7008279","天蓬","1030001","150","23","2","203#2362|202#28344|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","63774"
"7008280","东方教主","1030003","150","23","2","203#2362|202#28344|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","63774"
"7008281","后羿","1030012","150","23","2","203#2362|202#28344|217#500","0","-1","800","800","1500","","","","4312101#1|4312201#1|4312301#1","","63774"
"7008282","水神共工","1030017","150","23","2","203#2362|202#28344|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","63774"
"7008283","天蓬","1030001","150","24","2","203#2394|202#28728|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","64638"
"7008284","后羿","1030012","150","24","2","203#2394|202#28728|217#500","0","-1","800","800","1500","","","","4312101#1|4312201#1|4312301#1","","64638"
"7008285","水神共工","1030017","150","24","2","203#2394|202#28728|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","64638"
"7008286","嫦娥","1030020","150","24","2","203#2394|202#28728|217#500","0","-1","800","800","1500","","","","4320101#1|4320201#1|4320301#1","","64638"
"7008287","天蓬","1030001","150","24","2","203#2426|202#29112|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","65502"
"7008288","东方教主","1030003","150","24","2","203#2426|202#29112|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","65502"
"7008289","嫦娥","1030020","150","24","2","203#2426|202#29112|217#500","0","-1","800","800","1500","","","","4320101#1|4320201#1|4320301#1","","65502"
"7008290","水神共工","1030017","150","24","2","203#2426|202#29112|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","65502"
"7008291","天蓬","1030001","150","24","2","203#2459|202#29508|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","66393"
"7008292","天蓬","1030001","150","24","2","203#2459|202#29508|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","66393"
"7008293","东方教主","1030003","150","24","2","203#2459|202#29508|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","66393"
"7008294","天蓬","1030001","150","24","2","203#2459|202#29508|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","66393"
"7008295","火神祝融","1040003","150","24","2","203#2491|202#29892|217#500","0","-1","800","800","1500","","","","4403101#1|4403201#1|4403301#1","","67257"
"7008296","帝释天","1040005","150","24","2","203#2491|202#29892|217#500","0","-1","800","800","1500","","","","4405101#1|4405201#1|4405301#1","","67257"
"7008297","女娲","1040011","150","24","2","203#2491|202#29892|217#500","0","-1","800","800","1500","","","","4411101#1|4411201#1|4411301#1","","67257"
"7008298","昊天","1040001","150","24","2","203#2491|202#29892|217#500","0","-1","800","800","1500","","","","4401101#1|4401201#1|4401301#1","","67257"
"7008299","天蓬","1030001","150","25","2","203#2524|202#30288|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","68148"
"7008300","东方教主","1030003","150","25","2","203#2524|202#30288|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","68148"
"7008301","后羿","1030012","150","25","2","203#2524|202#30288|217#500","0","-1","800","800","1500","","","","4312101#1|4312201#1|4312301#1","","68148"
"7008302","水神共工","1030017","150","25","2","203#2524|202#30288|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","68148"
"7008303","天蓬","1030001","150","25","2","203#2556|202#30672|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","69012"
"7008304","后羿","1030012","150","25","2","203#2556|202#30672|217#500","0","-1","800","800","1500","","","","4312101#1|4312201#1|4312301#1","","69012"
"7008305","水神共工","1030017","150","25","2","203#2556|202#30672|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","69012"
"7008306","嫦娥","1030020","150","25","2","203#2556|202#30672|217#500","0","-1","800","800","1500","","","","4320101#1|4320201#1|4320301#1","","69012"
"7008307","天蓬","1030001","150","25","2","203#2588|202#31056|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","69876"
"7008308","东方教主","1030003","150","25","2","203#2588|202#31056|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","69876"
"7008309","嫦娥","1030020","150","25","2","203#2588|202#31056|217#500","0","-1","800","800","1500","","","","4320101#1|4320201#1|4320301#1","","69876"
"7008310","水神共工","1030017","150","25","2","203#2588|202#31056|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","69876"
"7008311","天蓬","1030001","150","25","2","203#2621|202#31452|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","70767"
"7008312","天蓬","1030001","150","25","2","203#2621|202#31452|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","70767"
"7008313","东方教主","1030003","150","25","2","203#2621|202#31452|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","70767"
"7008314","天蓬","1030001","150","25","2","203#2621|202#31452|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","70767"
"7008315","九天玄女","1040013","150","26","2","203#2653|202#31836|217#500","0","-1","800","800","1500","","","","4413101#1|4413201#1|4413301#1","","71631"
"7008316","昊天","1040001","150","26","2","203#2653|202#31836|217#500","0","-1","800","800","1500","","","","4401101#1|4401201#1|4401301#1","","71631"
"7008317","帝释天","1040005","150","26","2","203#2653|202#31836|217#500","0","-1","800","800","1500","","","","4405101#1|4405201#1|4405301#1","","71631"
"7008318","火神祝融","1040003","150","26","2","203#2653|202#31836|217#500","0","-1","800","800","1500","","","","4403101#1|4403201#1|4403301#1","","71631"
"7008319","天蓬","1030001","150","26","2","203#2686|202#32232|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","72522"
"7008320","东方教主","1030003","150","26","2","203#2686|202#32232|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","72522"
"7008321","后羿","1030012","150","26","2","203#2686|202#32232|217#500","0","-1","800","800","1500","","","","4312101#1|4312201#1|4312301#1","","72522"
"7008322","水神共工","1030017","150","26","2","203#2686|202#32232|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","72522"
"7008323","天蓬","1030001","150","26","2","203#2718|202#32616|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","73386"
"7008324","后羿","1030012","150","26","2","203#2718|202#32616|217#500","0","-1","800","800","1500","","","","4312101#1|4312201#1|4312301#1","","73386"
"7008325","水神共工","1030017","150","26","2","203#2718|202#32616|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","73386"
"7008326","嫦娥","1030020","150","26","2","203#2718|202#32616|217#500","0","-1","800","800","1500","","","","4320101#1|4320201#1|4320301#1","","73386"
"7008327","天蓬","1030001","150","26","2","203#2750|202#33000|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","74250"
"7008328","东方教主","1030003","150","26","2","203#2750|202#33000|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","74250"
"7008329","嫦娥","1030020","150","26","2","203#2750|202#33000|217#500","0","-1","800","800","1500","","","","4320101#1|4320201#1|4320301#1","","74250"
"7008330","水神共工","1030017","150","26","2","203#2750|202#33000|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","74250"
"7008331","天蓬","1030001","150","27","2","203#2783|202#33396|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","75141"
"7008332","天蓬","1030001","150","27","2","203#2783|202#33396|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","75141"
"7008333","东方教主","1030003","150","27","2","203#2783|202#33396|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","75141"
"7008334","天蓬","1030001","150","27","2","203#2783|202#33396|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","75141"
"7008335","火神祝融","1040003","150","27","2","203#2815|202#33780|217#500","0","-1","800","800","1500","","","","4403101#1|4403201#1|4403301#1","","76005"
"7008336","九天玄女","1040013","150","27","2","203#2815|202#33780|217#500","0","-1","800","800","1500","","","","4413101#1|4413201#1|4413301#1","","76005"
"7008337","女娲","1040011","150","27","2","203#2815|202#33780|217#500","0","-1","800","800","1500","","","","4411101#1|4411201#1|4411301#1","","76005"
"7008338","帝释天","1040005","150","27","2","203#2815|202#33780|217#500","0","-1","800","800","1500","","","","4405101#1|4405201#1|4405301#1","","76005"
"7008339","天蓬","1030001","150","27","2","203#2848|202#34176|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","76896"
"7008340","东方教主","1030003","150","27","2","203#2848|202#34176|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","76896"
"7008341","后羿","1030012","150","27","2","203#2848|202#34176|217#500","0","-1","800","800","1500","","","","4312101#1|4312201#1|4312301#1","","76896"
"7008342","水神共工","1030017","150","27","2","203#2848|202#34176|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","76896"
"7008343","天蓬","1030001","150","27","2","203#2880|202#34560|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","77760"
"7008344","后羿","1030012","150","27","2","203#2880|202#34560|217#500","0","-1","800","800","1500","","","","4312101#1|4312201#1|4312301#1","","77760"
"7008345","水神共工","1030017","150","27","2","203#2880|202#34560|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","77760"
"7008346","嫦娥","1030020","150","27","2","203#2880|202#34560|217#500","0","-1","800","800","1500","","","","4320101#1|4320201#1|4320301#1","","77760"
"7008347","天蓬","1030001","150","28","2","203#2912|202#34944|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","78624"
"7008348","东方教主","1030003","150","28","2","203#2912|202#34944|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","78624"
"7008349","嫦娥","1030020","150","28","2","203#2912|202#34944|217#500","0","-1","800","800","1500","","","","4320101#1|4320201#1|4320301#1","","78624"
"7008350","水神共工","1030017","150","28","2","203#2912|202#34944|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","78624"
"7008351","天蓬","1030001","150","28","2","203#2945|202#35340|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","79515"
"7008352","天蓬","1030001","150","28","2","203#2945|202#35340|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","79515"
"7008353","东方教主","1030003","150","28","2","203#2945|202#35340|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","79515"
"7008354","天蓬","1030001","150","28","2","203#2945|202#35340|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","79515"
"7008355","昊天","1040001","150","28","2","203#2977|202#35724|217#500","0","-1","800","800","1500","","","","4401101#1|4401201#1|4401301#1","","80379"
"7008356","火神祝融","1040003","150","28","2","203#2977|202#35724|217#500","0","-1","800","800","1500","","","","4403101#1|4403201#1|4403301#1","","80379"
"7008357","帝释天","1040005","150","28","2","203#2977|202#35724|217#500","0","-1","800","800","1500","","","","4405101#1|4405201#1|4405301#1","","80379"
"7008358","女娲","1040011","150","28","2","203#2977|202#35724|217#500","0","-1","800","800","1500","","","","4411101#1|4411201#1|4411301#1","","80379"
"7008359","天蓬","1030001","150","28","2","203#3010|202#36120|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","81270"
"7008360","东方教主","1030003","150","28","2","203#3010|202#36120|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","81270"
"7008361","后羿","1030012","150","28","2","203#3010|202#36120|217#500","0","-1","800","800","1500","","","","4312101#1|4312201#1|4312301#1","","81270"
"7008362","水神共工","1030017","150","28","2","203#3010|202#36120|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","81270"
"7008363","天蓬","1030001","150","29","2","203#3042|202#36504|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","82134"
"7008364","后羿","1030012","150","29","2","203#3042|202#36504|217#500","0","-1","800","800","1500","","","","4312101#1|4312201#1|4312301#1","","82134"
"7008365","水神共工","1030017","150","29","2","203#3042|202#36504|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","82134"
"7008366","嫦娥","1030020","150","29","2","203#3042|202#36504|217#500","0","-1","800","800","1500","","","","4320101#1|4320201#1|4320301#1","","82134"
"7008367","天蓬","1030001","150","29","2","203#3074|202#36888|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","82998"
"7008368","东方教主","1030003","150","29","2","203#3074|202#36888|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","82998"
"7008369","嫦娥","1030020","150","29","2","203#3074|202#36888|217#500","0","-1","800","800","1500","","","","4320101#1|4320201#1|4320301#1","","82998"
"7008370","水神共工","1030017","150","29","2","203#3074|202#36888|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","82998"
"7008371","天蓬","1030001","150","29","2","203#3107|202#37284|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","83889"
"7008372","天蓬","1030001","150","29","2","203#3107|202#37284|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","83889"
"7008373","东方教主","1030003","150","29","2","203#3107|202#37284|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","83889"
"7008374","天蓬","1030001","150","29","2","203#3107|202#37284|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","83889"
"7008375","女娲","1040011","150","29","2","203#3139|202#37668|217#500","0","-1","800","800","1500","","","","4411101#1|4411201#1|4411301#1","","84753"
"7008376","九天玄女","1040013","150","29","2","203#3139|202#37668|217#500","0","-1","800","800","1500","","","","4413101#1|4413201#1|4413301#1","","84753"
"7008377","昊天","1040001","150","29","2","203#3139|202#37668|217#500","0","-1","800","800","1500","","","","4401101#1|4401201#1|4401301#1","","84753"
"7008378","火神祝融","1040003","150","29","2","203#3139|202#37668|217#500","0","-1","800","800","1500","","","","4403101#1|4403201#1|4403301#1","","84753"
"7008379","天蓬","1030001","150","30","2","203#3172|202#38064|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","85644"
"7008380","东方教主","1030003","150","30","2","203#3172|202#38064|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","85644"
"7008381","后羿","1030012","150","30","2","203#3172|202#38064|217#500","0","-1","800","800","1500","","","","4312101#1|4312201#1|4312301#1","","85644"
"7008382","水神共工","1030017","150","30","2","203#3172|202#38064|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","85644"
"7008383","天蓬","1030001","150","30","2","203#3204|202#38448|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","86508"
"7008384","后羿","1030012","150","30","2","203#3204|202#38448|217#500","0","-1","800","800","1500","","","","4312101#1|4312201#1|4312301#1","","86508"
"7008385","水神共工","1030017","150","30","2","203#3204|202#38448|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","86508"
"7008386","嫦娥","1030020","150","30","2","203#3204|202#38448|217#500","0","-1","800","800","1500","","","","4320101#1|4320201#1|4320301#1","","86508"
"7008387","天蓬","1030001","150","30","2","203#3236|202#38832|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","87372"
"7008388","东方教主","1030003","150","30","2","203#3236|202#38832|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","87372"
"7008389","嫦娥","1030020","150","30","2","203#3236|202#38832|217#500","0","-1","800","800","1500","","","","4320101#1|4320201#1|4320301#1","","87372"
"7008390","水神共工","1030017","150","30","2","203#3236|202#38832|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","87372"
"7008391","天蓬","1030001","150","30","2","203#3269|202#39228|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","88263"
"7008392","天蓬","1030001","150","30","2","203#3269|202#39228|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","88263"
"7008393","东方教主","1030003","150","30","2","203#3269|202#39228|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","88263"
"7008394","天蓬","1030001","150","30","2","203#3269|202#39228|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","88263"
"7008395","昊天","1040001","150","31","2","203#3301|202#39612|217#500","0","-1","800","800","1500","","","","4401101#1|4401201#1|4401301#1","","89127"
"7008396","火神祝融","1040003","150","31","2","203#3301|202#39612|217#500","0","-1","800","800","1500","","","","4403101#1|4403201#1|4403301#1","","89127"
"7008397","帝释天","1040005","150","31","2","203#3301|202#39612|217#500","0","-1","800","800","1500","","","","4405101#1|4405201#1|4405301#1","","89127"
"7008398","女娲","1040011","150","31","2","203#3301|202#39612|217#500","0","-1","800","800","1500","","","","4411101#1|4411201#1|4411301#1","","89127"
"7008399","九天玄女","1040013","150","31","2","203#3301|202#39612|217#500","0","-1","800","800","1500","","","","4413101#1|4413201#1|4413301#1","","89127"
"7008400","天蓬","1030001","150","31","2","203#3334|202#40008|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","90018"
"7008401","东方教主","1030003","150","31","2","203#3334|202#40008|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","90018"
"7008402","后羿","1030012","150","31","2","203#3334|202#40008|217#500","0","-1","800","800","1500","","","","4312101#1|4312201#1|4312301#1","","90018"
"7008403","水神共工","1030017","150","31","2","203#3334|202#40008|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","90018"
"7008404","天蓬","1030001","150","31","2","203#3334|202#40008|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","90018"
