"#name Tower","#unique id","#index type layer","","","","",""
"id","type","layer","rewards","monster","refreshType","dailyRewards"
"1291","2","291","1#25|1010004#10","1#7005250|2#7005251|3#7005252|4#7005253|5#7005254|6#7010291|7#7010291|8#7010291|9#7010291|10#7010291","0",""
"1292","2","292","1#25|1020001#10","1#7005255|2#7005256|3#7005257|4#7005258|5#7005259|6#7010292|7#7010292|8#7010292|9#7010292|10#7010292","0",""
"1293","2","293","1#25|1010004#10","1#7005260|2#7005261|3#7005262|4#7005263|5#7005264|6#7010293|7#7010293|8#7010293|9#7010293|10#7010293","0",""
"1294","2","294","1#25|1020001#10","1#7005265|2#7005266|3#7005267|4#7005268|5#7005269|6#7010294|7#7010294|8#7010294|9#7010294|10#7010294","0",""
"1295","2","295","1#50|2#50|1030002#30","1#7005270|2#7005271|3#7005272|4#7005273|5#7005274|6#7010295|7#7010295|8#7010295|9#7010295|10#7010295","0",""
"1296","2","296","1#25|1010004#10","1#7005275|2#7005276|3#7005277|4#7005278|5#7005279|6#7010296|7#7010296|8#7010296|9#7010296|10#7010296","0",""
"1297","2","297","1#25|1020001#10","1#7005280|2#7005281|3#7005282|4#7005283|5#7005284|6#7010297|7#7010297|8#7010297|9#7010297|10#7010297","0",""
"1298","2","298","1#25|1010004#10","1#7005285|2#7005286|3#7005287|4#7005288|5#7005289|6#7010298|7#7010298|8#7010298|9#7010298|10#7010298","0",""
"1299","2","299","1#25|1020001#10","1#7005290|2#7005291|3#7005292|4#7005293|5#7005294|6#7010299|7#7010299|8#7010299|9#7010299|10#7010299","0",""
"1300","2","300","1#50|2#50|1030002#30","1#7005295|2#7005296|3#7005297|4#7005298|5#7005299|6#7010300|7#7010300|8#7010300|9#7010300|10#7010300","0",""
"2001","3","1","1#25","1#7006001|2#7006002|6#7010001|7#7010001","0",""
"2002","3","2","1#25|1020007#10","1#7006003|2#7006004|6#7010002|7#7010002","0",""
"2003","3","3","1#25","1#7006005|2#7006006|6#7010003|7#7010003","0",""
"2004","3","4","1#25|1020007#10","1#7006007|2#7006008|6#7010004|7#7010004","0",""
"2005","3","5","1#50|2#50|1030017#30","1#7006009|2#7006010|6#7010005|7#7010005","0",""
"2006","3","6","1#25","1#7006011|2#7006012|6#7010006|7#7010006","0",""
"2007","3","7","1#25|1020007#10","1#7006013|2#7006014|6#7010007|7#7010007","0",""
"2008","3","8","1#25","1#7006015|2#7006016|6#7010008|7#7010008","0",""
"2009","3","9","1#25|1020007#10","1#7006017|2#7006018|6#7010009|7#7010009","0",""
"2010","3","10","1#50|2#50|1030017#30","1#7006019|2#7006020|6#7010010|7#7010010","0",""
"2011","3","11","1#25","1#7006021|2#7006022|6#7010011|7#7010011","0",""
"2012","3","12","1#25|1020007#10","1#7006023|2#7006024|6#7010012|7#7010012","0",""
"2013","3","13","1#25","1#7006025|2#7006026|6#7010013|7#7010013","0",""
"2014","3","14","1#25|1020007#10","1#7006027|2#7006028|6#7010014|7#7010014","0",""
"2015","3","15","1#50|2#50|1030017#30","1#7006029|2#7006030|6#7010015|7#7010015","0",""
"2016","3","16","1#25","1#7006031|2#7006032|6#7010016|7#7010016","0",""
"2017","3","17","1#25|1020007#10","1#7006033|2#7006034|6#7010017|7#7010017","0",""
"2018","3","18","1#25","1#7006035|2#7006036|6#7010018|7#7010018","0",""
"2019","3","19","1#25|1020007#10","1#7006037|2#7006038|6#7010019|7#7010019","0",""
"2020","3","20","1#50|2#50|1030017#30","1#7006039|2#7006040|6#7010020|7#7010020","0",""
"2021","3","21","1#25","1#7006041|2#7006042|6#7010021|7#7010021","0",""
"2022","3","22","1#25|1020007#10","1#7006043|2#7006044|6#7010022|7#7010022|8#7010022","0",""
"2023","3","23","1#25","1#7006045|2#7006046|6#7010023|7#7010023|8#7010023","0",""
"2024","3","24","1#25|1020007#10","1#7006047|2#7006048|6#7010024|7#7010024|8#7010024","0",""
"2025","3","25","1#50|2#50|1030017#30","1#7006049|2#7006050|6#7010025|7#7010025|8#7010025","0",""
"2026","3","26","1#25","1#7006051|2#7006052|6#7010026|7#7010026|8#7010026","0",""
"2027","3","27","1#25|1020007#10","1#7006053|2#7006054|3#7006055|6#7010027|7#7010027|8#7010027","0",""
"2028","3","28","1#25","1#7006056|2#7006057|3#7006058|6#7010028|7#7010028|8#7010028","0",""
"2029","3","29","1#25|1020007#10","1#7006059|2#7006060|3#7006061|6#7010029|7#7010029|8#7010029","0",""
"2030","3","30","1#50|2#50|1030017#30","1#7006062|2#7006063|3#7006064|6#7010030|7#7010030|8#7010030","0",""
"2031","3","31","1#25","1#7006065|2#7006066|3#7006067|6#7010031|7#7010031|8#7010031","0",""
"2032","3","32","1#25|1020007#10","1#7006068|2#7006069|3#7006070|6#7010032|7#7010032|8#7010032","0",""
"2033","3","33","1#25","1#7006071|2#7006072|3#7006073|6#7010033|7#7010033|8#7010033","0",""
"2034","3","34","1#25|1020007#10","1#7006074|2#7006075|3#7006076|6#7010034|7#7010034|8#7010034","0",""
"2035","3","35","1#50|2#50|1030017#30","1#7006077|2#7006078|3#7006079|6#7010035|7#7010035|8#7010035","0",""
"2036","3","36","1#25","1#7006080|2#7006081|3#7006082|6#7010036|7#7010036|8#7010036","0",""
"2037","3","37","1#25|1020007#10","1#7006083|2#7006084|3#7006085|6#7010037|7#7010037|8#7010037","0",""
"2038","3","38","1#25","1#7006086|2#7006087|3#7006088|6#7010038|7#7010038|8#7010038","0",""
"2039","3","39","1#25|1020007#10","1#7006089|2#7006090|3#7006091|6#7010039|7#7010039|8#7010039","0",""
"2040","3","40","1#50|2#50|1030017#30","1#7006092|2#7006093|3#7006094|6#7010040|7#7010040|8#7010040","0",""
"2041","3","41","1#25","1#7006095|2#7006096|3#7006097|6#7010041|7#7010041|8#7010041|9#7010041","0",""
"2042","3","42","1#25|1020007#10","1#7006098|2#7006099|3#7006100|6#7010042|7#7010042|8#7010042|9#7010042","0",""
"2043","3","43","1#25","1#7006101|2#7006102|3#7006103|6#7010043|7#7010043|8#7010043|9#7010043","0",""
"2044","3","44","1#25|1020007#10","1#7006104|2#7006105|3#7006106|6#7010044|7#7010044|8#7010044|9#7010044","0",""
"2045","3","45","1#50|2#50|1030017#30","1#7006107|2#7006108|3#7006109|6#7010045|7#7010045|8#7010045|9#7010045","0",""
"2046","3","46","1#25","1#7006110|2#7006111|3#7006112|6#7010046|7#7010046|8#7010046|9#7010046","0",""
"2047","3","47","1#25|1020007#10","1#7006113|2#7006114|3#7006115|6#7010047|7#7010047|8#7010047|9#7010047","0",""
"2048","3","48","1#25","1#7006116|2#7006117|3#7006118|6#7010048|7#7010048|8#7010048|9#7010048","0",""
"2049","3","49","1#25|1020007#10","1#7006119|2#7006120|3#7006121|6#7010049|7#7010049|8#7010049|9#7010049","0",""
"2050","3","50","1#50|2#50|1030017#30","1#7006122|2#7006123|3#7006124|6#7010050|7#7010050|8#7010050|9#7010050","0",""
"2051","3","51","1#25","1#7006125|2#7006126|3#7006127|6#7010051|7#7010051|8#7010051|9#7010051","0",""
"2052","3","52","1#25|1020007#10","1#7006128|2#7006129|3#7006130|6#7010052|7#7010052|8#7010052|9#7010052","0",""
"2053","3","53","1#25","1#7006131|2#7006132|3#7006133|6#7010053|7#7010053|8#7010053|9#7010053","0",""
"2054","3","54","1#25|1020007#10","1#7006134|2#7006135|3#7006136|6#7010054|7#7010054|8#7010054|9#7010054","0",""
"2055","3","55","1#50|2#50|1030017#30","1#7006137|2#7006138|3#7006139|6#7010055|7#7010055|8#7010055|9#7010055","0",""
"2056","3","56","1#25","1#7006140|2#7006141|3#7006142|6#7010056|7#7010056|8#7010056|9#7010056","0",""
"2057","3","57","1#25|1020007#10","1#7006143|2#7006144|3#7006145|4#7006146|6#7010057|7#7010057|8#7010057|9#7010057","0",""
"2058","3","58","1#25","1#7006147|2#7006148|3#7006149|4#7006150|6#7010058|7#7010058|8#7010058|9#7010058","0",""
"2059","3","59","1#25|1020007#10","1#7006151|2#7006152|3#7006153|4#7006154|6#7010059|7#7010059|8#7010059|9#7010059","0",""
"2060","3","60","1#50|2#50|1030017#30","1#7006155|2#7006156|3#7006157|4#7006158|6#7010060|7#7010060|8#7010060|9#7010060","0",""
"2061","3","61","1#25","1#7006159|2#7006160|3#7006161|4#7006162|6#7010061|7#7010061|8#7010061|9#7010061","0",""
"2062","3","62","1#25|1020007#10","1#7006163|2#7006164|3#7006165|4#7006166|6#7010062|7#7010062|8#7010062|9#7010062","0",""
"2063","3","63","1#25","1#7006167|2#7006168|3#7006169|4#7006170|6#7010063|7#7010063|8#7010063|9#7010063","0",""
"2064","3","64","1#25|1020007#10","1#7006171|2#7006172|3#7006173|4#7006174|6#7010064|7#7010064|8#7010064|9#7010064","0",""
"2065","3","65","1#50|2#50|1030017#30","1#7006175|2#7006176|3#7006177|4#7006178|6#7010065|7#7010065|8#7010065|9#7010065","0",""
"2066","3","66","1#25","1#7006179|2#7006180|3#7006181|4#7006182|6#7010066|7#7010066|8#7010066|9#7010066","0",""
"2067","3","67","1#25|1020007#10","1#7006183|2#7006184|3#7006185|4#7006186|6#7010067|7#7010067|8#7010067|9#7010067","0",""
"2068","3","68","1#25","1#7006187|2#7006188|3#7006189|4#7006190|6#7010068|7#7010068|8#7010068|9#7010068","0",""
"2069","3","69","1#25|1020007#10","1#7006191|2#7006192|3#7006193|4#7006194|6#7010069|7#7010069|8#7010069|9#7010069","0",""
"2070","3","70","1#50|2#50|1030017#30","1#7006195|2#7006196|3#7006197|4#7006198|6#7010070|7#7010070|8#7010070|9#7010070","0",""
"2071","3","71","1#25","1#7006199|2#7006200|3#7006201|4#7006202|6#7010071|7#7010071|8#7010071|9#7010071","0",""
"2072","3","72","1#25|1020007#10","1#7006203|2#7006204|3#7006205|4#7006206|6#7010072|7#7010072|8#7010072|9#7010072","0",""
"2073","3","73","1#25","1#7006207|2#7006208|3#7006209|4#7006210|6#7010073|7#7010073|8#7010073|9#7010073","0",""
"2074","3","74","1#25|1020007#10","1#7006211|2#7006212|3#7006213|4#7006214|6#7010074|7#7010074|8#7010074|9#7010074","0",""
"2075","3","75","1#50|2#50|1030017#30","1#7006215|2#7006216|3#7006217|4#7006218|6#7010075|7#7010075|8#7010075|9#7010075","0",""
"2076","3","76","1#25","1#7006219|2#7006220|3#7006221|4#7006222|6#7010076|7#7010076|8#7010076|9#7010076","0",""
"2077","3","77","1#25|1020007#10","1#7006223|2#7006224|3#7006225|4#7006226|6#7010077|7#7010077|8#7010077|9#7010077|10#7010077","0",""
"2078","3","78","1#25","1#7006227|2#7006228|3#7006229|4#7006230|6#7010078|7#7010078|8#7010078|9#7010078|10#7010078","0",""
"2079","3","79","1#25|1020007#10","1#7006231|2#7006232|3#7006233|4#7006234|6#7010079|7#7010079|8#7010079|9#7010079|10#7010079","0",""
"2080","3","80","1#50|2#50|1030017#30","1#7006235|2#7006236|3#7006237|4#7006238|6#7010080|7#7010080|8#7010080|9#7010080|10#7010080","0",""
"2081","3","81","1#25","1#7006239|2#7006240|3#7006241|4#7006242|6#7010081|7#7010081|8#7010081|9#7010081|10#7010081","0",""
"2082","3","82","1#25|1020007#10","1#7006243|2#7006244|3#7006245|4#7006246|6#7010082|7#7010082|8#7010082|9#7010082|10#7010082","0",""
"2083","3","83","1#25","1#7006247|2#7006248|3#7006249|4#7006250|6#7010083|7#7010083|8#7010083|9#7010083|10#7010083","0",""
"2084","3","84","1#25|1020007#10","1#7006251|2#7006252|3#7006253|4#7006254|6#7010084|7#7010084|8#7010084|9#7010084|10#7010084","0",""
"2085","3","85","1#50|2#50|1030017#30","1#7006255|2#7006256|3#7006257|4#7006258|6#7010085|7#7010085|8#7010085|9#7010085|10#7010085","0",""
"2086","3","86","1#25","1#7006259|2#7006260|3#7006261|4#7006262|6#7010086|7#7010086|8#7010086|9#7010086|10#7010086","0",""
"2087","3","87","1#25|1020007#10","1#7006263|2#7006264|3#7006265|4#7006266|6#7010087|7#7010087|8#7010087|9#7010087|10#7010087","0",""
"2088","3","88","1#25","1#7006267|2#7006268|3#7006269|4#7006270|6#7010088|7#7010088|8#7010088|9#7010088|10#7010088","0",""
"2089","3","89","1#25|1020007#10","1#7006271|2#7006272|3#7006273|4#7006274|6#7010089|7#7010089|8#7010089|9#7010089|10#7010089","0",""
"2090","3","90","1#50|2#50|1030017#30","1#7006275|2#7006276|3#7006277|4#7006278|6#7010090|7#7010090|8#7010090|9#7010090|10#7010090","0",""
"2091","3","91","1#25","1#7006279|2#7006280|3#7006281|4#7006282|6#7010091|7#7010091|8#7010091|9#7010091|10#7010091","0",""
"2092","3","92","1#25|1020007#10","1#7006283|2#7006284|3#7006285|4#7006286|6#7010092|7#7010092|8#7010092|9#7010092|10#7010092","0",""
"2093","3","93","1#25","1#7006287|2#7006288|3#7006289|4#7006290|6#7010093|7#7010093|8#7010093|9#7010093|10#7010093","0",""
"2094","3","94","1#25|1020007#10","1#7006291|2#7006292|3#7006293|4#7006294|6#7010094|7#7010094|8#7010094|9#7010094|10#7010094","0",""
"2095","3","95","1#50|2#50|1030017#30","1#7006295|2#7006296|3#7006297|4#7006298|6#7010095|7#7010095|8#7010095|9#7010095|10#7010095","0",""
"2096","3","96","1#25","1#7006299|2#7006300|3#7006301|4#7006302|6#7010096|7#7010096|8#7010096|9#7010096|10#7010096","0",""
"2097","3","97","1#25|1020007#10","1#7006303|2#7006304|3#7006305|4#7006306|6#7010097|7#7010097|8#7010097|9#7010097|10#7010097","0",""
"2098","3","98","1#25","1#7006307|2#7006308|3#7006309|4#7006310|6#7010098|7#7010098|8#7010098|9#7010098|10#7010098","0",""
"2099","3","99","1#25|1020007#10","1#7006311|2#7006312|3#7006313|4#7006314|6#7010099|7#7010099|8#7010099|9#7010099|10#7010099","0",""
"2100","3","100","1#50|2#50|1030017#30","1#7006315|2#7006316|3#7006317|4#7006318|6#7010100|7#7010100|8#7010100|9#7010100|10#7010100","0",""
"2101","3","101","1#25","1#7006319|2#7006320|3#7006321|4#7006322|6#7010101|7#7010101|8#7010101|9#7010101|10#7010101","0",""
"2102","3","102","1#25|1020007#10","1#7006323|2#7006324|3#7006325|4#7006326|6#7010102|7#7010102|8#7010102|9#7010102|10#7010102","0",""
"2103","3","103","1#25","1#7006327|2#7006328|3#7006329|4#7006330|6#7010103|7#7010103|8#7010103|9#7010103|10#7010103","0",""
"2104","3","104","1#25|1020007#10","1#7006331|2#7006332|3#7006333|4#7006334|6#7010104|7#7010104|8#7010104|9#7010104|10#7010104","0",""
"2105","3","105","1#50|2#50|1030017#30","1#7006335|2#7006336|3#7006337|4#7006338|6#7010105|7#7010105|8#7010105|9#7010105|10#7010105","0",""
"2106","3","106","1#25","1#7006339|2#7006340|3#7006341|4#7006342|6#7010106|7#7010106|8#7010106|9#7010106|10#7010106","0",""
"2107","3","107","1#25|1020007#10","1#7006343|2#7006344|3#7006345|4#7006346|6#7010107|7#7010107|8#7010107|9#7010107|10#7010107","0",""
"2108","3","108","1#25","1#7006347|2#7006348|3#7006349|4#7006350|6#7010108|7#7010108|8#7010108|9#7010108|10#7010108","0",""
"2109","3","109","1#25|1020007#10","1#7006351|2#7006352|3#7006353|4#7006354|6#7010109|7#7010109|8#7010109|9#7010109|10#7010109","0",""
"2110","3","110","1#50|2#50|1030017#30","1#7006355|2#7006356|3#7006357|4#7006358|6#7010110|7#7010110|8#7010110|9#7010110|10#7010110","0",""
"2111","3","111","1#25","1#7006359|2#7006360|3#7006361|4#7006362|6#7010111|7#7010111|8#7010111|9#7010111|10#7010111","0",""
"2112","3","112","1#25|1020007#10","1#7006363|2#7006364|3#7006365|4#7006366|6#7010112|7#7010112|8#7010112|9#7010112|10#7010112","0",""
"2113","3","113","1#25","1#7006367|2#7006368|3#7006369|4#7006370|6#7010113|7#7010113|8#7010113|9#7010113|10#7010113","0",""
"2114","3","114","1#25|1020007#10","1#7006371|2#7006372|3#7006373|4#7006374|6#7010114|7#7010114|8#7010114|9#7010114|10#7010114","0",""
"2115","3","115","1#50|2#50|1030017#30","1#7006375|2#7006376|3#7006377|4#7006378|6#7010115|7#7010115|8#7010115|9#7010115|10#7010115","0",""
"2116","3","116","1#25","1#7006379|2#7006380|3#7006381|4#7006382|6#7010116|7#7010116|8#7010116|9#7010116|10#7010116","0",""
"2117","3","117","1#25|1020007#10","1#7006383|2#7006384|3#7006385|4#7006386|6#7010117|7#7010117|8#7010117|9#7010117|10#7010117","0",""
"2118","3","118","1#25","1#7006387|2#7006388|3#7006389|4#7006390|6#7010118|7#7010118|8#7010118|9#7010118|10#7010118","0",""
"2119","3","119","1#25|1020007#10","1#7006391|2#7006392|3#7006393|4#7006394|6#7010119|7#7010119|8#7010119|9#7010119|10#7010119","0",""
"2120","3","120","1#50|2#50|1030017#30","1#7006395|2#7006396|3#7006397|4#7006398|5#7006399|6#7010120|7#7010120|8#7010120|9#7010120|10#7010120","0",""
"2121","3","121","1#25","1#7006400|2#7006401|3#7006402|4#7006403|5#7006404|6#7010121|7#7010121|8#7010121|9#7010121|10#7010121","0",""
"2122","3","122","1#25|1020007#10","1#7006405|2#7006406|3#7006407|4#7006408|5#7006409|6#7010122|7#7010122|8#7010122|9#7010122|10#7010122","0",""
"2123","3","123","1#25","1#7006410|2#7006411|3#7006412|4#7006413|5#7006414|6#7010123|7#7010123|8#7010123|9#7010123|10#7010123","0",""
"2124","3","124","1#25|1020007#10","1#7006415|2#7006416|3#7006417|4#7006418|5#7006419|6#7010124|7#7010124|8#7010124|9#7010124|10#7010124","0",""
"2125","3","125","1#50|2#50|1030017#30","1#7006420|2#7006421|3#7006422|4#7006423|5#7006424|6#7010125|7#7010125|8#7010125|9#7010125|10#7010125","0",""
"2126","3","126","1#25","1#7006425|2#7006426|3#7006427|4#7006428|5#7006429|6#7010126|7#7010126|8#7010126|9#7010126|10#7010126","0",""
"2127","3","127","1#25|1020007#10","1#7006430|2#7006431|3#7006432|4#7006433|5#7006434|6#7010127|7#7010127|8#7010127|9#7010127|10#7010127","0",""
"2128","3","128","1#25","1#7006435|2#7006436|3#7006437|4#7006438|5#7006439|6#7010128|7#7010128|8#7010128|9#7010128|10#7010128","0",""
"2129","3","129","1#25|1020007#10","1#7006440|2#7006441|3#7006442|4#7006443|5#7006444|6#7010129|7#7010129|8#7010129|9#7010129|10#7010129","0",""
"2130","3","130","1#50|2#50|1030017#30","1#7006445|2#7006446|3#7006447|4#7006448|5#7006449|6#7010130|7#7010130|8#7010130|9#7010130|10#7010130","0",""
"2131","3","131","1#25","1#7006450|2#7006451|3#7006452|4#7006453|5#7006454|6#7010131|7#7010131|8#7010131|9#7010131|10#7010131","0",""
"2132","3","132","1#25|1020007#10","1#7006455|2#7006456|3#7006457|4#7006458|5#7006459|6#7010132|7#7010132|8#7010132|9#7010132|10#7010132","0",""
"2133","3","133","1#25","1#7006460|2#7006461|3#7006462|4#7006463|5#7006464|6#7010133|7#7010133|8#7010133|9#7010133|10#7010133","0",""
"2134","3","134","1#25|1020007#10","1#7006465|2#7006466|3#7006467|4#7006468|5#7006469|6#7010134|7#7010134|8#7010134|9#7010134|10#7010134","0",""
"2135","3","135","1#50|2#50|1030017#30","1#7006470|2#7006471|3#7006472|4#7006473|5#7006474|6#7010135|7#7010135|8#7010135|9#7010135|10#7010135","0",""
"2136","3","136","1#25","1#7006475|2#7006476|3#7006477|4#7006478|5#7006479|6#7010136|7#7010136|8#7010136|9#7010136|10#7010136","0",""
"2137","3","137","1#25|1020007#10","1#7006480|2#7006481|3#7006482|4#7006483|5#7006484|6#7010137|7#7010137|8#7010137|9#7010137|10#7010137","0",""
"2138","3","138","1#25","1#7006485|2#7006486|3#7006487|4#7006488|5#7006489|6#7010138|7#7010138|8#7010138|9#7010138|10#7010138","0",""
"2139","3","139","1#25|1020007#10","1#7006490|2#7006491|3#7006492|4#7006493|5#7006494|6#7010139|7#7010139|8#7010139|9#7010139|10#7010139","0",""
"2140","3","140","1#50|2#50|1030017#30","1#7006495|2#7006496|3#7006497|4#7006498|5#7006499|6#7010140|7#7010140|8#7010140|9#7010140|10#7010140","0",""
"2141","3","141","1#25","1#7006500|2#7006501|3#7006502|4#7006503|5#7006504|6#7010141|7#7010141|8#7010141|9#7010141|10#7010141","0",""
"2142","3","142","1#25|1020007#10","1#7006505|2#7006506|3#7006507|4#7006508|5#7006509|6#7010142|7#7010142|8#7010142|9#7010142|10#7010142","0",""
"2143","3","143","1#25","1#7006510|2#7006511|3#7006512|4#7006513|5#7006514|6#7010143|7#7010143|8#7010143|9#7010143|10#7010143","0",""
"2144","3","144","1#25|1020007#10","1#7006515|2#7006516|3#7006517|4#7006518|5#7006519|6#7010144|7#7010144|8#7010144|9#7010144|10#7010144","0",""
"2145","3","145","1#50|2#50|1030017#30","1#7006520|2#7006521|3#7006522|4#7006523|5#7006524|6#7010145|7#7010145|8#7010145|9#7010145|10#7010145","0",""
"2146","3","146","1#25","1#7006525|2#7006526|3#7006527|4#7006528|5#7006529|6#7010146|7#7010146|8#7010146|9#7010146|10#7010146","0",""
"2147","3","147","1#25|1020007#10","1#7006530|2#7006531|3#7006532|4#7006533|5#7006534|6#7010147|7#7010147|8#7010147|9#7010147|10#7010147","0",""
"2148","3","148","1#25","1#7006535|2#7006536|3#7006537|4#7006538|5#7006539|6#7010148|7#7010148|8#7010148|9#7010148|10#7010148","0",""
"2149","3","149","1#25|1020007#10","1#7006540|2#7006541|3#7006542|4#7006543|5#7006544|6#7010149|7#7010149|8#7010149|9#7010149|10#7010149","0",""
"2150","3","150","1#50|2#50|1030017#30","1#7006545|2#7006546|3#7006547|4#7006548|5#7006549|6#7010150|7#7010150|8#7010150|9#7010150|10#7010150","0",""
"2151","3","151","1#25","1#7006550|2#7006551|3#7006552|4#7006553|5#7006554|6#7010151|7#7010151|8#7010151|9#7010151|10#7010151","0",""
"2152","3","152","1#25|1020007#10","1#7006555|2#7006556|3#7006557|4#7006558|5#7006559|6#7010152|7#7010152|8#7010152|9#7010152|10#7010152","0",""
"2153","3","153","1#25","1#7006560|2#7006561|3#7006562|4#7006563|5#7006564|6#7010153|7#7010153|8#7010153|9#7010153|10#7010153","0",""
"2154","3","154","1#25|1020007#10","1#7006565|2#7006566|3#7006567|4#7006568|5#7006569|6#7010154|7#7010154|8#7010154|9#7010154|10#7010154","0",""
"2155","3","155","1#50|2#50|1030017#30","1#7006570|2#7006571|3#7006572|4#7006573|5#7006574|6#7010155|7#7010155|8#7010155|9#7010155|10#7010155","0",""
"2156","3","156","1#25","1#7006575|2#7006576|3#7006577|4#7006578|5#7006579|6#7010156|7#7010156|8#7010156|9#7010156|10#7010156","0",""
"2157","3","157","1#25|1020007#10","1#7006580|2#7006581|3#7006582|4#7006583|5#7006584|6#7010157|7#7010157|8#7010157|9#7010157|10#7010157","0",""
"2158","3","158","1#25","1#7006585|2#7006586|3#7006587|4#7006588|5#7006589|6#7010158|7#7010158|8#7010158|9#7010158|10#7010158","0",""
"2159","3","159","1#25|1020007#10","1#7006590|2#7006591|3#7006592|4#7006593|5#7006594|6#7010159|7#7010159|8#7010159|9#7010159|10#7010159","0",""
"2160","3","160","1#50|2#50|1030017#30","1#7006595|2#7006596|3#7006597|4#7006598|5#7006599|6#7010160|7#7010160|8#7010160|9#7010160|10#7010160","0",""
"2161","3","161","1#25","1#7006600|2#7006601|3#7006602|4#7006603|5#7006604|6#7010161|7#7010161|8#7010161|9#7010161|10#7010161","0",""
"2162","3","162","1#25|1020007#10","1#7006605|2#7006606|3#7006607|4#7006608|5#7006609|6#7010162|7#7010162|8#7010162|9#7010162|10#7010162","0",""
"2163","3","163","1#25","1#7006610|2#7006611|3#7006612|4#7006613|5#7006614|6#7010163|7#7010163|8#7010163|9#7010163|10#7010163","0",""
"2164","3","164","1#25|1020007#10","1#7006615|2#7006616|3#7006617|4#7006618|5#7006619|6#7010164|7#7010164|8#7010164|9#7010164|10#7010164","0",""
"2165","3","165","1#50|2#50|1030017#30","1#7006620|2#7006621|3#7006622|4#7006623|5#7006624|6#7010165|7#7010165|8#7010165|9#7010165|10#7010165","0",""
"2166","3","166","1#25","1#7006625|2#7006626|3#7006627|4#7006628|5#7006629|6#7010166|7#7010166|8#7010166|9#7010166|10#7010166","0",""
"2167","3","167","1#25|1020007#10","1#7006630|2#7006631|3#7006632|4#7006633|5#7006634|6#7010167|7#7010167|8#7010167|9#7010167|10#7010167","0",""
"2168","3","168","1#25","1#7006635|2#7006636|3#7006637|4#7006638|5#7006639|6#7010168|7#7010168|8#7010168|9#7010168|10#7010168","0",""
"2169","3","169","1#25|1020007#10","1#7006640|2#7006641|3#7006642|4#7006643|5#7006644|6#7010169|7#7010169|8#7010169|9#7010169|10#7010169","0",""
"2170","3","170","1#50|2#50|1030017#30","1#7006645|2#7006646|3#7006647|4#7006648|5#7006649|6#7010170|7#7010170|8#7010170|9#7010170|10#7010170","0",""
"2171","3","171","1#25","1#7006650|2#7006651|3#7006652|4#7006653|5#7006654|6#7010171|7#7010171|8#7010171|9#7010171|10#7010171","0",""
"2172","3","172","1#25|1020007#10","1#7006655|2#7006656|3#7006657|4#7006658|5#7006659|6#7010172|7#7010172|8#7010172|9#7010172|10#7010172","0",""
"2173","3","173","1#25","1#7006660|2#7006661|3#7006662|4#7006663|5#7006664|6#7010173|7#7010173|8#7010173|9#7010173|10#7010173","0",""
"2174","3","174","1#25|1020007#10","1#7006665|2#7006666|3#7006667|4#7006668|5#7006669|6#7010174|7#7010174|8#7010174|9#7010174|10#7010174","0",""
"2175","3","175","1#50|2#50|1030017#30","1#7006670|2#7006671|3#7006672|4#7006673|5#7006674|6#7010175|7#7010175|8#7010175|9#7010175|10#7010175","0",""
"2176","3","176","1#25","1#7006675|2#7006676|3#7006677|4#7006678|5#7006679|6#7010176|7#7010176|8#7010176|9#7010176|10#7010176","0",""
"2177","3","177","1#25|1020007#10","1#7006680|2#7006681|3#7006682|4#7006683|5#7006684|6#7010177|7#7010177|8#7010177|9#7010177|10#7010177","0",""
"2178","3","178","1#25","1#7006685|2#7006686|3#7006687|4#7006688|5#7006689|6#7010178|7#7010178|8#7010178|9#7010178|10#7010178","0",""
"2179","3","179","1#25|1020007#10","1#7006690|2#7006691|3#7006692|4#7006693|5#7006694|6#7010179|7#7010179|8#7010179|9#7010179|10#7010179","0",""
"2180","3","180","1#50|2#50|1030017#30","1#7006695|2#7006696|3#7006697|4#7006698|5#7006699|6#7010180|7#7010180|8#7010180|9#7010180|10#7010180","0",""
"2181","3","181","1#25","1#7006700|2#7006701|3#7006702|4#7006703|5#7006704|6#7010181|7#7010181|8#7010181|9#7010181|10#7010181","0",""
"2182","3","182","1#25|1020007#10","1#7006705|2#7006706|3#7006707|4#7006708|5#7006709|6#7010182|7#7010182|8#7010182|9#7010182|10#7010182","0",""
"2183","3","183","1#25","1#7006710|2#7006711|3#7006712|4#7006713|5#7006714|6#7010183|7#7010183|8#7010183|9#7010183|10#7010183","0",""
"2184","3","184","1#25|1020007#10","1#7006715|2#7006716|3#7006717|4#7006718|5#7006719|6#7010184|7#7010184|8#7010184|9#7010184|10#7010184","0",""
"2185","3","185","1#50|2#50|1030017#30","1#7006720|2#7006721|3#7006722|4#7006723|5#7006724|6#7010185|7#7010185|8#7010185|9#7010185|10#7010185","0",""
"2186","3","186","1#25","1#7006725|2#7006726|3#7006727|4#7006728|5#7006729|6#7010186|7#7010186|8#7010186|9#7010186|10#7010186","0",""
"2187","3","187","1#25|1020007#10","1#7006730|2#7006731|3#7006732|4#7006733|5#7006734|6#7010187|7#7010187|8#7010187|9#7010187|10#7010187","0",""
"2188","3","188","1#25","1#7006735|2#7006736|3#7006737|4#7006738|5#7006739|6#7010188|7#7010188|8#7010188|9#7010188|10#7010188","0",""
